idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
275,462,0.6582858731747949,3.744641547081048,0.12151396063128095,0.8478058549246733,0.01296993719586715,-0.018161526247893724,0.529836929676411
650,177,4.6028791925435,-2.6472920554777226,0.047731184313428626,0.9999987142127718,-0.0015730775970424686,0.00031144218469591963,-1.8554700841610923e-06
8,193,1.728162734476297,18.560219860877325,-0.6986187431292149,-0.633596285381624,0.010898667215665342,0.0008688328650067873,0.7735865894216255
177,463,-9.622375448368706,-5.094821917967765,0.35924388627269355,0.6918735807006652,0.04670972484320891,-0.005312252106474844,0.7204865924575343
275,633,3.547521549247021,4.373491952271101,-0.12492559014109195,0.7877662558000194,-0.0130733121308307,0.0340628381108556,-0.6148927856078503
651,9,9.90815989319204,-4.893889617058461,0.13439322352389227,0.9977592057255544,0.0032664878273590404,0.005142984223738312,-0.06662917649542861
9,176,-6.635973015871329,1.547184438170257,-0.2681339647621801,0.2407873391023246,-0.010379097451810152,-0.04160398633065482,0.969630259421346
176,276,3.1213489890098027,-2.961162564759915,-0.054539369077053035,0.9983381568642697,0.025832889164883337,-0.0036323783264847484,0.05138474689964736
195,445,7.940858174929389,-2.106139222423287,-1.2685640042309796,0.003865356511435898,0.9999088659559451,0.0004154640917560793,0.012928503058119175
277,464,0.9594021000638122,2.8627459306737855,0.08608769535557248,0.9484737447959032,0.0073119085830299566,-0.007909654037199287,0.3166725892759287
652,175,-2.4662566989608266,-3.797950469058299,-0.11423401231761798,0.7741705246090491,-0.023528071529952024,-0.030615744562457213,0.6317983102711794
9,196,2.0077863089962,-1.171497691462816,0.033458835950156196,0.6174538515803605,-0.005286757289304678,-0.000999557750481059,0.7865887059005142
176,196,-6.42529479966602,12.611827733716371,1.8196489296638656,-0.012041928830243043,0.9241501855853516,0.0738088627440214,-0.3746380629528207
277,465,5.976746931825792,13.109291382715242,0.10802544030990724,0.9953699494673696,0.006958783485923475,-0.003565762247492178,-0.0957993964976644
653,278,-3.509389769699881,-2.0023128165929744,-0.013589698318078547,0.9950518678523113,0.002111313438516473,-0.00036234493404908944,0.09933373719607753
11,279,0.5591854393188953,5.304029925818364,0.10387392233668824,-0.5047441522840022,0.0004981594540541332,-0.000573954440999014,0.863268650623062
174,466,-5.016980658551494,3.510333928498433,-0.2496206354177244,-0.03194409327892666,-0.03254698195970092,-0.020080931768170465,0.9987577409208023
278,442,9.09702071912334,0.2823446358801991,-0.1817255118070904,0.29389207994575917,0.014831226738151251,-0.0325149218979293,0.95517027796753
465,630,2.0784715155225926,-2.410277304595529,-0.02993615119785442,0.7852031629701819,0.023103035442063637,0.020536932858049806,0.6184662294772196
654,467,17.413506156761976,-5.03870115343156,-0.2530628390896281,0.9389086573628299,0.003555455566743122,-0.00492745123587612,-0.3441127897785244
12,442,-0.9919705019077213,1.475187759074791,0.07372752535058646,-2.5318735416696165e-05,0.0022064642698688733,0.00035750050728111665,0.9999975015307663
197,442,-4.4256720306216195,-0.37119737974515876,-0.17607252648098992,0.993454931711041,-0.026344446126028553,-0.02449146793038978,-0.10841326863414036
442,467,2.3356895828647533,1.8403827205496757,-0.029465283184687996,0.00039616161474820266,0.020485137895443286,0.014562567336759627,0.9996840169843378
655,467,-1.145780208402705,-1.241071786142622,-0.044791407442389186,-0.12068126449321911,0.008126875306573857,0.005862826717694513,0.9926407273333829
172,281,0.16089809134094524,-2.3551447955735068,-0.17422024194285657,0.9775609147470917,0.037986304080410434,0.006823160111921335,-0.20708728388586997
199,468,-6.531653052818241,3.7442788750726703,-0.26730810524253323,0.9667872988042181,-0.0006371196612315887,0.00011267891565292307,0.25558149434738564
656,468,-2.3949258209715576,0.18671596150845726,-0.0805520278395484,0.8982163063330689,0.004951023265095643,0.007393173851513814,0.43946364512483654
200,282,1.9161470612518654,-0.10598254246052097,-0.08612884807310461,0.7212575616710647,-0.003118372762577147,0.0035554184299320633,-0.6926508243577076
13,201,4.46730445311217,12.207946989647056,-0.41512323598831,-0.0056238881941819445,-0.0002680016195891632,-0.0018735794228612929,0.999982394723456
201,282,2.7980481052404023,8.114081627238026,0.3324856908404875,0.1128981377762128,-0.0016968847994072434,-0.0033711187836238305,0.9935993994698203
658,470,1.409255476750302,0.811768435619526,-0.12422770274518657,0.27089884227197397,-0.002719828227623601,-0.003970531990717014,0.962595789865002
16,470,-9.789218103613294,2.0495650419494718,0.27580369103589875,0.6375586958323248,0.0008065119567331755,-0.00284217980809211,0.7703961194872332
659,17,9.745511264107233,-2.22466003820129,-0.08434138760160104,0.9995558344062515,-0.0014453738797238485,-0.007540042872207698,-0.028795703711758526
17,203,-6.547208670127248,0.9024102461430484,0.13055959521611427,0.9730796800198178,2.1677668481157194e-05,-0.0008678306574226836,-0.23046731380514204
660,204,-1.862083885784615,-2.358900133849674,0.029641746852046458,0.8332809726139083,-0.002930438907042897,0.008142655415525675,0.5527819917202578
204,285,8.39493912067168,-1.6765141325510884,0.08629428615681989,0.9682876869461352,-0.0015215321617749547,0.00036626664391128775,0.2498329563871221
661,286,-4.348213700739325,2.4303609375411472,-0.008360363031715945,0.9803193267357874,-0.0030594699537116,-0.005354766108119882,-0.19732203057900619
662,288,-0.8291636219926911,7.197715292803258,0.012555825220682326,-0.15962820910200626,-0.00010596658154501974,0.003057203737665752,0.9871724657501728
165,287,5.37635414273273,-4.125008568893346,-0.05941684141461889,0.7393807866862662,0.012809762273986251,-0.03423721560704279,0.6722944112047631
663,288,2.3112137499133745,-1.505733721465102,-0.015189583952472718,-0.3844512637547613,-0.0022190627887502643,0.004264092669099673,0.9231327743458227
165,289,-13.799018348702363,5.211770687405187,0.04802783054172288,0.99928823791324,0.03263474205653534,-0.01889077286530124,0.0010629579985763594
664,20,4.0677017293601745,6.742106795577794,-0.003094445616678154,0.4253170239051418,-0.00029001093658614994,-0.002322381548053591,0.905041408784192
20,290,-4.523358731972141,14.194023890067307,0.06242462267320681,-0.3062799936379639,-0.0016274338902520042,0.0065276808765724415,0.9519176993513858
207,290,7.0880789698235915,-9.790603213809721,0.12459007591842175,0.89070091646485,0.000562566037142772,0.0018592560655629896,0.4545856400008835
290,477,0.05310183505560895,-2.651355754627947,0.018564484214082855,-0.3793322485808089,0.0037458180373119198,0.008026484268184253,0.9252181308124866
208,291,5.373736067466805,-9.265774517188675,0.15547727163203318,0.7292587318704816,-0.0016397714981686538,0.0020259745367192344,-0.6842330805853131
23,478,1.2759986777405194,-2.16895755677172,-0.009301461742877937,-0.6105958063316371,-8.900635419879742e-05,0.0027682272867943654,0.7919375545368307
211,292,-1.5517101855444864,-10.122830966182866,-0.030849255308804224,0.9993059953164029,-0.00670225799269577,0.000580393879550336,0.03663701141519876
669,26,-0.08471003501963126,1.3884431312362637,-0.08466900556120693,0.768100565911427,-0.0039052099611219925,-0.007145068788647532,-0.6402774539008153
26,481,2.4797976943475906,0.06905383136321586,0.06960375859976731,0.5574433639160866,0.00028991965189964784,0.0009254672327272767,0.8302144033217648
670,213,4.796547989541434,-1.0573776975629892,-0.027575058379683215,0.797167794704948,0.006282392708849527,0.004295943744411966,0.6037098504202547
213,482,-1.1654325460480641,14.053833238424959,-0.22318468455369245,0.9925496033939989,0.0010363342401199986,-0.0005836715402804922,0.12183542235857095
27,483,0.2571272753087168,-15.424962989427204,-0.19088625962009376,0.3635623118522364,0.0008066441643919016,-0.0013404729027113773,0.9315685685220635
672,29,8.070869655868398,-2.850591794168496,0.09248155253309598,0.703286826550586,-0.01573087816817173,-0.0028060280604168225,0.7107266037506884
29,296,6.593927553563589,15.15291587320229,0.1700781908961142,0.786337578358545,0.0059024561353830255,3.0181164298106615e-05,-0.6177688669412585
297,484,0.3861629018695121,-0.32164699768576177,-0.17584675963707164,-0.5371795222027733,0.003790177934682897,-0.0034693966397469325,0.8434522860032924
673,301,-10.75654872965767,2.9330519040952465,0.34082448333808135,-0.035660806186523265,0.011695383689424032,0.01867394208970431,0.9991210180900584
30,300,7.530714379406326,4.1697874741936705,0.06321990748339901,-0.09892748385303964,0.01684096045226001,-0.009162006222115696,0.9949099419703966
31,299,-0.9702155213234089,3.3530555655465903,0.12733575738083514,-0.03495302775713978,-0.007057564102569986,0.018125439668228473,0.9991996522599376
32,298,7.216670447595261,1.286607019555965,0.21333701619483558,0.9910332896436115,-0.018425333322107825,-0.00457435858451254,-0.13225959758622918
216,300,-4.266855335576994,5.692084294322117,0.14035947163138118,-0.7014870613108679,0.00233042430451972,0.01046273162435282,0.7126015739408383
217,485,-2.4163792534266464,-5.4758422707117855,0.013767272074201697,0.9091185612888739,-0.0026453789698197066,-0.006313798278813572,-0.41648118737999285
218,487,-3.20178978397786,-1.6261166818982438,-0.024507610262928026,0.989939344805238,-0.007138430676784174,0.002612016661170744,0.14128805251333362
300,485,7.110199676874967,6.231070094711765,-0.32230178492421513,0.5467356189596493,0.010096240263954111,0.005303969309642001,0.8372276254417936
674,33,-6.061037223184105,-2.7032731727969512,0.19374367939030557,0.9329888595741327,0.002640910105455896,0.00224801604740529,-0.3598885382006833
674,302,-7.622711021320041,-0.7710069924402099,0.32351501846968866,0.9996120659558982,-0.01891279874308966,0.006288940628113639,0.019454379066434012
31,303,-4.982263579780728,-7.743729927403465,0.34328965285579893,0.9806760546660156,-0.014060548657990949,-0.006184029640268034,0.19503470089587271
33,219,-0.9749414707308548,2.4990386907208855,-0.07924043990555485,0.767662867469568,-0.016004588319322353,0.01012411014357915,0.6405740218389521
33,488,3.4213184218143757,0.5722855071871886,0.055507029284175946,0.8866687129725339,-0.007199783312107668,-0.00809926096123093,-0.46227822631805915
34,302,-2.681979552351583,-0.5558198199182504,0.05806765834386374,0.6190957090532153,-0.017259252527874615,-0.012052716309705516,0.7850333453195689
218,303,0.5450033491678439,10.009116078237309,-0.00819402040065964,-0.23952134350779583,0.006967009585524228,-0.0051922808652612755,0.9708522168698344
219,489,-4.092985008694053,-5.841910724273878,-0.03219811506893011,0.8718419523287125,-0.0012446546450598655,-0.0044961738766209035,0.48976509207470553
221,299,1.416883954612405,-2.131589717727915,0.3128444467237334,0.9999963069319535,0.0018745931123939524,0.00196767109703596,-1.7133918545908514e-05
300,489,5.380327349089793,-5.578013698553756,-0.2230006023326665,0.25244572871568544,0.011739525246282493,0.0007803049225724787,0.9675395230813191
675,32,1.2873863129989151,0.8154171463711142,-0.06817070812279358,0.36639940075364424,-0.007565261362690416,0.001299792724123022,0.9304260080666054
675,487,-3.4436210025090483,2.824243077707503,-0.2558261435619924,0.9048674114258429,0.00836485555261719,-0.01454994201786534,-0.4253625466803053
676,489,2.3874133389494605,6.630669184827862,0.15010838154222483,-0.5465383972742576,-0.007092089721865337,0.0009565390683550387,0.8374034676315077
678,36,-4.076951152370248,-7.279574752945113,0.013708227384628069,0.8027885875328892,0.00733083260338,0.001695616941781582,0.596216292551182
33,490,10.099232579989845,-7.231741596764192,0.4001223711501616,-0.6662485806021321,-0.004487426527689052,-0.001199192089432912,0.7457152632118611
35,490,-3.7612254304441333,0.18307570303783582,0.0515896465606831,0.7874713191273072,-3.4663627983190375e-05,0.0028883526939339223,0.6163445284652465
222,303,-5.831414696672909,3.7584861677362627,0.04990876432695601,0.966634472300737,-0.005343127639609173,-0.005635215292193596,0.2560419736986752
679,36,-0.7972501276842106,-2.6877211851157483,-0.03249871989818298,0.7813875616902358,0.006781389102303227,0.0012567068166789697,0.6240079421654886
35,491,-10.03439049338932,2.726931900053198,0.09272777827046652,0.24851451603718447,0.0013067995091117694,0.003053210941116949,0.9686224783148469
223,491,-0.6362416860769933,-1.9281763620875625,-0.002283417527427778,-0.21877727103614622,-0.0005824246472073151,-0.0016336668950251605,0.9757732818600758
680,306,2.7582390224280138,-3.604296510769753,-0.02068225544513158,0.8078393084178095,5.872918125130343e-05,0.0037976982133331397,-0.5893905545681902
37,306,-0.770858342295667,-0.3156902759703466,0.010422028573893627,-0.10202814524411967,0.0001947179091410247,0.0022707098492618706,0.9947789018368661
224,492,1.4090471190233407,-0.7374663827947634,-0.015381921700101664,0.7219663749802072,0.0014589740757467175,-4.0895386709872194e-05,0.691926602408198
681,307,1.0563269596386595,-6.0328075903371134,-0.0117929590697059,0.795181299280095,0.006666716690003933,0.005304022119571271,-0.6063119028298473
38,492,0.4756524002288349,9.2949087845609,-0.06767689654662368,0.9189124171562312,-0.003267737706041251,-0.0004327394358479906,0.394447847278899
307,493,-2.520412289929963,0.48963218341743886,-0.09893170281024366,-0.2716332347857904,-0.004892429117743483,0.0022549413159771397,0.9623857673182813
38,494,0.1096270616790258,-6.244958377160166,0.007737453195956645,0.8558572542013398,0.0006171020083306169,-0.0033719049743886984,-0.5172007442694743
307,494,5.396631808430323,-0.4925030923793656,0.012924731369567954,0.9841383514186187,-0.001056536873339686,-0.006518478658112148,0.1772797180527497
39,227,-6.396567508688312,-0.3149951904636761,-0.0057217699400253785,0.9143210837162108,-0.0003391922074900729,0.0015991631021150924,-0.4049867695345528
40,309,7.24866617388398,-5.23184002600183,0.019334317661579448,0.978875515177363,-0.001730054718592553,-0.0015567011403506388,-0.20444390276670643
685,497,0.6520058910650468,-1.4603501239867613,-0.0524556813886079,0.6135982463662559,-0.010028886481059093,0.005602471838834674,0.7895348160793801
42,310,-0.43862652566858396,1.00481399735317,0.2989442870770085,0.9913438615670206,-0.008316631325233418,-0.007690442536752109,-0.13080152472497028
686,43,-1.0483815638161746,-0.49427332553023073,-0.34640583283297666,-0.6624843972238658,-0.015026375297820782,0.006680742001041788,0.7488951857013475
42,230,2.1419673256102283,-7.7122736753817795,0.5775185878350384,0.9744897679663745,-0.01944876796534237,-0.0042411364714316285,0.22354742296636398
44,311,1.877510809489472,-2.9137811774301388,0.22928330177482348,0.9261534123787102,0.004391544214614635,0.011858715820279258,-0.37693493064158384
687,230,5.369986688058832,-1.8903893907227824,-0.0436368261816058,-0.6433889054252315,-6.84840462744515e-05,-0.0008831335172488636,0.76553898121575
688,231,-5.713723688015241,-1.3704774204754253,-0.05410006069781592,0.37309031833557044,-0.00033334282746868643,-0.000985129958938709,0.9277944453195363
231,313,0.18263097923466054,0.15793487959297864,-0.019187209417291573,-0.3112132400653528,-0.009020717581206317,-0.0071908904555904405,0.9502700863211474
689,233,-2.8371478563698997,3.4374314039744527,-0.0017517004926803637,0.9978100394250043,0.0010226884145518513,0.00047198115545588786,0.06613513865462771
690,47,-3.950824539978376,3.285899095960169,0.05105131425067411,0.930168452241064,-0.0010879440213952415,-0.004639766148011379,0.3671020830822964
46,502,1.045283509898177,-1.4181274073532042,-0.08790098947082314,0.00016972709228525729,0.0018524809776699763,-0.015204037083272334,0.9998826814998409
234,502,4.6918315105299255,-0.9241918997066797,-0.025371904024189318,0.5594395469847057,-0.004615567377202243,-0.00017824803148489788,0.828858285857705
691,503,0.17493089750153157,-0.30970045433472015,-0.05555040443718173,0.9999004149727367,0.0011065472252524589,-0.0011804101815897996,0.014019355277273587
234,317,-8.41422982205931,1.2117679641712829,-0.08347087656715702,0.8044539559333652,0.004283090681009266,-0.006437779733769126,-0.59396468153374
692,236,-3.9531372655213834,0.6514348424664163,0.0004558847419464662,0.6562710119027847,0.003813823654631179,-2.70136153820982e-05,0.7545156147857319
236,504,-1.2456238671377644,-3.119519364526265,-0.05094199744000871,-0.6416395339717379,0.004912350595793116,-0.0017368829847217821,0.7669886312675388
236,319,-1.4304672328236365,-5.098640377654672,-0.197439256196905,4.494098774432409e-05,-0.006525967233963908,0.0032671319932430086,0.999973367435607
694,238,-1.411701759526669,-0.9738917285375914,0.00014646225139891556,0.9348984349956098,-0.0004709635558345333,0.001370729593938134,0.35491240544177804
320,506,-2.320299452447239,4.820449591133713,-0.011543944935130002,-0.5948764983082915,-0.0018618669244613482,0.0016931342870657592,0.8038131738832769
239,507,4.304534011238959,-1.0867746416551838,-0.09500360851809564,0.34366332259236776,0.010209801478625578,0.004308100827610413,0.9390275400252116
697,509,-0.7651103190938706,0.9340937388136357,-0.040192692410891295,0.7791109579713855,-0.005609247703126373,-0.0062554194760206785,-0.6268297386342592
698,322,-0.6982700497356783,-4.7132318678349545,-0.16500233308646117,0.6437170811001548,0.004104093189990192,-0.00989596959678828,0.7651885687232424
699,510,2.766109450738256,2.256345021507508,0.05758782343701507,0.7906910332183031,0.004201433953198631,-0.0057418998634325,0.6121740508440942
700,326,9.210805690738074,-0.625797242301708,0.11250682303807613,0.8884938814210598,0.005430866038176268,-0.01017911999124458,-0.458743407459572
702,59,-1.3596587459216054,-2.4201734085974906,0.13352555551549217,-0.29671945867088534,-0.014014499168891326,-0.027380303855118335,0.9544692114572911
59,327,3.00118293061652,5.251190251151845,-0.10792961424610437,0.9840908701163348,0.023182639774888998,-0.015807283876634392,-0.17543618310709538
246,327,5.9502075114629145,5.3618099619758866,-0.13973866059029683,0.9466820634391527,0.006080572608460048,-0.006602318736430336,-0.3220442621545117
328,515,-1.5922518053587362,2.1867645170406154,0.12475021802213737,-0.5222873023290849,-0.003969421913736548,0.009111118692451996,0.8527116775508882
247,328,-1.4003820701299006,0.5425723760339345,-0.12726861670635103,0.9966269308405503,-0.0027911592009825232,-0.000682052849489843,-0.08201527270923405
60,330,-4.769374648557399,14.416905386310749,-0.38106564087329,0.9969743119604295,-0.003127350303201004,-0.003404930406529602,-0.07759411975166519
705,330,5.8004019898770345,-0.03796248129182456,-0.2288776911115748,0.8705381134511221,0.008922449865032746,0.0009202411944217848,0.492019243600808
62,330,-3.2804033364475496,3.8370122217141396,-0.0744601288277722,-0.051974395922426725,0.0014128197835041529,0.0003324898655419408,0.998647362966151
249,517,-0.6546116940681641,-0.5806603606175246,-0.11846458000209847,0.940993831913624,0.0015531769745109239,0.0007590450696265393,-0.33841929583341235
706,332,5.178161636226178,11.45710251137162,-0.2834412962624855,0.3741052208689515,0.022181804357818614,0.0024420886272721897,0.9271177311847514
63,517,8.809397885029517,7.5666161624472466,-0.07438237653508084,0.5334301020183781,-0.0012883500422108689,-0.0018976953891462738,0.8458410401293148
332,518,-1.5998112807754334,2.2976384193485915,0.012434798450010942,0.9999798988136637,0.006215745909927102,0.0012513705645925413,-2.3304682793184865e-05
63,333,16.142385033835726,14.456098219035752,-1.6798232402444424,0.03554718710880579,0.9937463229904471,0.01539858789594184,-0.10472595916213358
251,332,4.326040155968462,-8.8162470223919,-0.21973761189138796,0.9956685332862597,0.005768635412150292,0.0019058898535924446,0.09277533213595114
708,252,-2.074500201411639,4.14901488689788,-0.05450301567717486,-0.6104979209495588,0.0012858000277440572,0.006217807190652678,0.7919924078602614
65,333,-3.154023039147532,8.228346320811307,-0.27333045738451267,0.6072121516066945,-0.00715268303548577,0.006441711325419357,0.7944814323958507
709,252,0.1632993324299954,-22.992565502321604,11.420127401536455,-0.30653015586660637,0.06772910994929336,0.941307874589344,-0.1240625505378736
66,252,-5.821922220795803,4.601702193195285,-0.11174115004950935,0.6852927927561635,-0.005665516986811973,0.0018803961692096163,0.7282431971697207
253,335,-0.6531611588910886,0.37117008130542206,-0.08174190723795816,-0.27623218325113524,-0.0005133148740395732,0.0021104440319778504,0.9610884784816325
710,254,4.688105963094384,-0.15081143640733252,-0.014541482954227192,0.6219564931799908,0.0018557937714642416,0.0006626132903048825,0.783049320007593
711,336,-3.708357246949655,3.2451415828208883,-0.02236884084245605,0.8877532707510872,0.0014766829746027537,-0.00024588727913194534,0.4603171615501484
68,336,-5.352387216470287,3.3968735289255156,-0.056377362146073695,0.8659036961739036,-0.0018502167351325343,-0.001988179661348204,0.5002033714320998
337,522,-0.7990461527912421,-0.6214823253351497,-0.019878133026555417,0.9089087013796726,-0.00026240798729877234,0.009279391873913355,0.416891828397746
256,337,0.5800981551247053,8.962162835411162,-0.039146869231466486,0.9549017280941425,0.002458120535338161,0.0011522312310059842,-0.29690961535363625
713,257,-3.1101227244664518,-1.6050607780172963,0.03175776855696788,0.7678850702846883,0.0016978723884766547,-0.0010589918581359616,-0.6405845101151575
70,257,-3.690099120028898,0.0757331664662194,0.05819499182805532,-0.6930670867863723,3.3100901635173395e-05,-0.0003822151623867599,0.7208729888332279
339,525,-1.5547210816842045,5.681808337602897,-0.15564103123452966,0.10702042883623016,0.001353279984589554,0.0014572852829479153,0.9942548329098515
70,526,7.420162955072224,5.076395452638735,-0.2793250111174027,0.78550080651869,-0.021088319937810365,0.025892884744154587,0.617958998834319
258,526,-2.4660419535183014,-3.258229643182813,-0.16979261662961886,0.6997039880935607,-0.004265212312576326,-0.00010540428642119458,0.7144201326249363
715,527,-0.7215800340996116,1.268460142902221,-0.04742593117984545,-0.027107441315141086,-0.002419228716784752,-0.0057379021539702806,0.9996131303842669
258,341,9.466442784905322,8.622246538058851,0.3687980195455586,-0.32046953991383004,0.0019543957653726804,0.0010852115385599607,0.9472561832157799
716,259,-4.2055992629687955,-3.5450983067550608,-0.07341045614048769,0.9108622260835547,-0.001628077094381497,0.006325434973928075,0.4126588704141433
259,528,5.997584545505454,-2.0966827342967527,0.14711887241908256,0.9997965052149125,-0.010541513895126111,-0.0020568835393847545,0.017076120020423653
717,342,-1.2434073906001726,-3.6365383796693855,-0.04514304273144698,0.9903567080404526,-0.007584238618371007,0.000563491109381413,0.13833203765443094
720,264,1.3972908147068215,-1.8097384777987704,0.14925807821768178,-0.680889676291996,0.002281751293567077,-0.002437670529049754,0.7323783858719527
721,347,2.024895127015679,-6.765181724036874,0.2210757992059198,0.8081321424998857,-0.0018412284728830802,-0.0031296486472649292,-0.588990029996773
264,532,-0.8481424229703158,-0.6757524714386443,-0.08058864279823386,-0.08778924243370789,-0.0017850798863385336,-0.0033351945654304773,0.9961318882958851
722,79,0.559752852268412,-0.7451209177314231,0.017958027778832264,0.441248228095945,-0.002395458215802117,-6.402854915215599e-05,0.8973818913274716
79,348,-3.2834841630963987,-6.312560213445451,0.26674222760591,0.0010636280621053457,0.03207554165423525,0.004026988602029789,0.9994767689575041
348,533,5.650809660883443,-14.553839828765874,-0.46428435547154057,-0.12026125014551971,0.00025172206821643913,0.001221251116224251,0.9927414955038135
80,349,0.09988356206482485,0.22069518131172938,-0.034801408593862604,0.07697336696789656,0.0004700030168255104,0.0018061257862772237,0.997031402606976
724,267,0.42299939746678783,0.4448939181971865,0.09636810779114757,-0.500668685854194,0.0017968360095250758,0.000283476188955939,0.8656370821693348
725,82,-1.8172538305313706,-0.16823613909110663,-0.034583730251031675,0.9507815168743249,-0.0060977110407842445,0.003602658355348155,-0.3097811258663051
81,351,-8.028205323414243,10.082672327407325,0.1988463600239525,-0.19753137793650083,0.00658245733050328,-0.004878234697403251,0.9802623265290963
82,538,0.5574348702114517,4.54226468127464,-0.05770950353545934,-0.015768949091700762,-0.002599860379642,0.012351066587804608,0.9997959952533784
84,536,-11.218835626612337,-9.601916949486718,-0.2758100347578003,0.9711715157343983,-0.01828209537301072,-0.002419265500936723,-0.23766741293109456
352,537,0.2837288005925507,9.905140370570892,0.006841228616371486,0.7083933250116419,0.0016873958194377977,0.021627137989291768,-0.7054844553047863
726,539,1.7818377208379075,-1.9479965800373331,-0.11952672915534501,-0.45363658797973155,-0.010961170458078831,-0.023649503072507305,0.890805478088634
85,538,7.988599845717808,2.792090958520312,-0.2727443378590184,0.9769019905223508,0.01399903486768053,5.360172416446916e-05,-0.21322880917713144
727,352,-2.838845854027466,-0.4089443718634591,-0.0689911563935981,0.7190026401466965,-0.007311440914057055,1.723121060064232e-05,0.6949688813155059
728,353,1.311554532369333,-2.1307045308179733,-0.03648708214658947,0.8582789144849734,0.0068198365228037666,0.002929996844826237,-0.5131298177837529
729,87,9.41685975795609,-2.322283042044618,-0.08832607291772532,0.8206304120669852,0.00012330842532161317,0.000659289562841186,-0.571458902217014
730,543,-8.580944288540035,-3.6411882073726067,-0.1776522230141635,-0.44716343917386825,0.0008049227439423175,-0.00029818728357204204,0.8944518555237718
731,543,-0.05468010857336725,-0.6310436643415949,0.010137828852869069,0.5006838734257553,-5.4123132119382664e-05,0.0003814299317830427,0.8656301233629037
89,358,5.036028149402272,1.2671321561428595,-0.24567512421991733,0.995368419651553,-0.00028949239743192615,0.0003115284862898538,-0.09613286797201029
90,359,-4.720903229637634,1.7192593582941913,-0.26864633756244993,-0.3451160699512626,-0.00029898325473602395,-0.00011332633282595152,0.9385599586747513
735,92,-0.14418619208207462,0.6805112601899244,-0.07333948586532113,-0.35884278577169515,0.0003829517246496162,0.0024115217577880634,0.9333948216110894
736,548,-0.5695425515208812,-0.6965772156674116,0.04719835593323163,0.7373612936565498,-0.002996059775151308,0.0028967650216480153,0.6754857178322664
361,548,2.1176657157393457,1.5836319308276434,-0.17659580743353942,-0.13125054289618102,-0.0001036218263958911,0.00038782915142497273,0.9913491483027178
737,549,-4.337227548480018,0.058592100984147244,-0.09099484335481867,0.9064863103928941,-0.005933574126867873,0.008914451557634791,-0.42209938915116346
738,95,-4.810506373624084,-5.157707766260527,-0.31447840084880063,0.15683852891997868,0.002611100443070289,0.007907589771340349,0.9875891494061189
